log2.YPGlu30.Ref._YPGlu30.C.1	log2.YPGlu30.Ref._YPGlu30.C.2	log2.YPGlu30.Ref._YPGlu30.C.3	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.1	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.2	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.3	log2.YPGlu37.Ref._YPGlu37.C.1	log2.YPGlu37.Ref._YPGlu37.C.2	log2.YPGlu37.Ref._YPGlu37.C.3	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.1	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.1	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.3	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.1	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.2	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.3
CAGL0A02838g	-0.484	-0.246	-0.33	0.5755	0.8785	0.489	-0.3755	-0.106	-0.468	0.4045	0.6415	-0.269	-0.315	-0.1935	-0.6785	-0.621	-0.6225
CAGL0A02860g	0.3555	0.223	0.1625	-0.2035	-0.0775	-0.4885	0.313	0.236	-0.038	0.2695	-0.005	0.229	0.291	-0.2675	0.081	0	0.3535
CAGL0A02882g	0.0385	-0.1735	0.046	0.5685	0.5975	0.4685	0.268	-0.0475	-0.149	0.747	0.8175	0.0405	0.104	-0.0895	0.4365	0.0525	0.755
CAGL0A02904g	-0.3275	-0.289	-0.482	-0.1745	-0.142	-0.2555	-0.19	0.44	0.069	-0.01	0.051	-0.209	-0.196	-0.2835	0.32	0.0745	0.215
CAGL0A02926g	0.2565	-0.2205	-0.2455	-0.753	-0.2625	-0.6695	0.1835	-0.776	0.076	0.193	-0.4175	-0.633	-0.414	-0.6325	0.634	0.287	0.877
CAGL0A02948g	-0.083	0.266	0.08	0.547	0.5545	0.3875	0.0235	0.2475	0.201	0.3895	0.785	-0.119	0.022	0.1645	-0.198	-0.4745	-0.498
CAGL0A02970g	-0.1075	0.308	0.0995	0.145	0.041	0.097	-0.05	0.3375	-0.0635	-0.005	-0.3675	0.199	0.1105	0.133	-0.122	0.0045	-0.0585
CAGL0A02992g	0.133	0.07	0.038	-0.186	-0.3445	-0.337	-0.3665	-0.454	-0.27	-0.385	-0.3985	-0.132	-0.127	-0.01	0.0075	0.086	-0.086
CAGL0A03014g	-0.2485	-0.452	-0.424	-0.289	0.0515	-0.336	-0.2785	-0.4675	-0.361	-0.042	-0.19	-0.127	-0.078	-0.158	0.062	0.271	0.152
CAGL0A03036g	-0.448	-0.9115	-0.5975	-0.606	-1.0635	-0.878	-0.952	-1.2435	-1.4065	-1.061	-1.126	NA	-0.2875	-0.136	-0.2665	-0.295	-0.299
CAGL0A03051g	0.467	0.106	0.7025	-0.088	-0.4655	0.1705	0.119	0.288	0.133	0.229	0.085	0.0715	0.121	0.371	-0.6215	-0.627	-0.849
CAGL0A03058g	-0.0575	-0.1095	0.137	0.081	-0.0085	0.031	-0.124	-0.1445	-0.3745	0.434	0.412	0.169	0.0295	0.031	-0.1235	-0.0685	-0.485
CAGL0A03080g	0.087	-0.07	0.2985	0.2775	-0.1	0.0605	0.1465	0.032	-0.108	0.107	0.335	0.0445	0.2245	0.437	0.656	0.042	0.5875
CAGL0A03102g	-1.1945	-1.3225	-1.4315	0.996	0.864	0.577	-0.6185	-0.755	-1.2965	-0.4935	-0.505	-0.9495	-1.2285	-0.826	-1.739	-1.668	-1.6135
CAGL0A03117g	0.01	0.129	0.0505	0.249	-0.113	-0.0445	-0.1105	0.158	-0.2115	-0.17	0.1535	NA	-0.304	-0.102	-0.539	-0.1215	-0.061
CAGL0A03146g	-0.274	-0.482	-0.2455	0.0985	-0.0025	0.023	-0.4325	-0.5615	-0.584	-0.033	0.0445	-0.3515	-0.3505	-0.231	-0.5215	-0.811	-0.4105
CAGL0A03168g	0.1445	-0.128	0.165	-1.056	-1.541	-0.4395	0.256	-0.0985	0.6355	-0.0625	-0.4205	NA	-0.05	0.047	-0.362	-0.657	-0.8065
CAGL0A03190g	0.257	-0.1685	0.4115	-0.032	-0.2675	0.046	0.3845	-0.00799999999999999	-0.1795	0.6355	0.487	-0.114	-0.135	0.0065	-0.139	-0.476	0.023
CAGL0A03212g	0.1545	0.223	0.044	-0.2145	-0.121	-0.4675	-0.708	-0.892	0.0205	-1.551	-1.1555	0.213	0.0705	0.15	-0.455	-0.351	-0.1245
CAGL0A03234g	-0.349	-0.4095	-0.487	-0.8025	-1.3625	-0.634	-0.448	-0.6405	0.065	-0.437	-0.472	0.089	0.2485	0.2895	0.148	-0.1065	-0.643
CAGL0A03256g	-0.195	-0.114	-0.1785	-0.0455	0.083	0.1075	0.0445	0.294	-0.136	0.4285	0.6275	0.155	0.2495	0.1475	-0.0815	-0.344	-0.5055
CAGL0A03278g	0.3265	0.396	0.272	-1.2645	-1.577	-0.829	0.242	0.484	-0.0175	-0.378	-0.7195	0.1825	0.133	-0.0175	-0.705	-0.566	-0.6555
CAGL0A03300g	-0.052	0.174	-0.093	-0.0275	0.033	0.0375	-0.044	0.7345	0.058	0.867	0.9015	-0.013	0.133	-0.032	0.1515	-0.025	0.0495
CAGL0A03322g	-0.2215	0.0385	-0.22	0.2105	0.2655	0.085	-0.1665	-0.041	0.2695	-0.431	-0.226	0.0415	0.0035	0.0575	0.0725	-0.408	-0.313
CAGL0A03344g	-0.6235	-0.634	-0.331	0.127	0.185	0.0015	0.112	0.1425	-0.2775	0.724	1.0085	-0.495	-0.453	-0.5345	0.2545	-0.215	0.0685
CAGL0A03366g	-0.5975	-0.447	-0.269	-0.4575	-0.186	-0.348	0.468	0.3575	0.472	0.469	-0.012	1.034	0.92	0.8	0.266	0.307	-0.175
CAGL0A03388g	0.192	0.0555	0.2305	-0.8945	-1.338	-0.621	0.3475	0.298	0.2855	-0.137	-0.2945	-0.00600000000000001	0.065	0.036	-0.2955	0.459	0.493
CAGL0A03410g	-0.138	-0.041	-0.177	0.021	-0.22	-0.1465	-0.1095	0.461	-0.0835	0.6425	0.4485	0.26	0.2925	0.1915	-0.163	-0.088	0.292
CAGL0A03432g	0.2545	0.1535	0.1635	-0.0535	-0.0905	-0.14	0.123	-0.0435	-0.0525	-0.14	-0.136	-0.005	0.0065	0.08	-0.247	-0.007	-0.0505
CAGL0A03454g	0.4735	0.5185	0.4655	0.3275	0.1895	0.207	0.349	0.42	0.242	-0.0555	0.1315	0.387	0.409	0.433	0.3795	-0.0145	-0.32
CAGL0A03476g	-0.294	-0.3265	-0.0685	0.8645	0.611	1.336	-0.538	-0.6025	-0.922	1.06	0.7945	-0.495	-0.57	-0.446	-0.4865	-0.703	-0.111
CAGL0A03498g	-0.3255	-0.263	-0.403	-0.1175	-0.1695	-0.2335	-0.3405	-0.1165	-0.265	-0.097	0.0865	-0.161	-0.151	-0.294	-0.2815	-0.206	-0.099
CAGL0A03542g	-0.616	-0.8345	-0.82	-2.6445	-2.276	-3.2225	-0.808	-1.518	-1.1725	-3.1455	-2.6595	-0.624	-0.3325	-0.433	0.0665	-0.2775	-0.25
CAGL0A03564g	-0.4645	-0.2985	-0.2575	0.404	0.42	0.104	-0.2885	-0.3545	0.015	0.0405	0.3135	0.355	0.288	0.282	0.514	0.0825	0.418
CAGL0A03586g	-0.144	-0.057	-0.1085	-0.0465	-0.1765	0.082	-0.0755	-0.158	0.1095	-0.4595	-0.345	0.126	0.229	0.353	-0.043	-0.099	0.3585
CAGL0A03608g	0.265	0.2215	0.0305	0.007	-0.4655	-0.186	-0.2725	0.118	-0.083	-0.2985	0.0855	NA	0.372	0.208	-0.1885	-0.225	-0.0865
CAGL0A03630g	-0.0975	-0.002	-0.209	-0.143	-0.0065	-0.2565	-0.273	-0.044	-0.548	-0.055	-0.126	-0.1665	-0.044	-0.1505	0.1955	0.594	NA
CAGL0A03652g	0.3065	0.4765	-0.242	-0.7465	-0.9125	-0.4825	-0.1825	0.01	0.1065	-0.42	-0.621	0.2985	0.328	0.3485	-0.5995	-0.511	-0.7765
CAGL0A03674g	0.3815	0.258	0.187	-0.549	-0.684	-0.351	-0.08	-0.1725	0.3335	0.187	-0.066	0.498	0.593	0.61	-0.7055	-0.654	-0.731
CAGL0A03696g	-0.2165	-0.116	-0.256	-0.329	-0.3175	-0.1465	-0.3335	-0.085	0.0055	-0.449	-0.753	NA	-0.4885	-0.424	-0.3415	0.11	0.0875
CAGL0A03718g	-0.3735	-0.0205	-0.574	0.299	0.666	0.1035	-0.3485	0.159	0.017	0.04	-0.1145	-0.0275	-0.138	-0.281	-0.035	NA	-0.179
CAGL0A03740g	-0.9965	-0.9785	-0.9655	0.5425	1.0015	0.284	-0.7775	-0.6085	-0.3025	-0.33	-0.164	2.146	1.6885	1.9225	2.04	2.1075	2.4165
CAGL0A03784g	0.3565	0.2085	0.349	0.402	0.068	0.2075	-0.193	-0.5975	-0.4185	0.0445	0.3765	0.051	0.012	0.0785	-0.2645	-0.831	-0.6285
CAGL0A03806g	0.047	0.139	0.1785	-0.0225	-0.016	0.0105	0.015	0.54	0.0235	0.21	0.3785	0.035	0.104	0.181	-0.065	NA	-0.0185
CAGL0A03828g	-0.2425	0.042	-0.482	-0.0225	-0.3595	-0.4235	-0.462	-0.2675	-0.3275	-0.887	-0.856	-0.37	-0.332	-0.488	-0.146	0.083	0.017
CAGL0A03872g	-0.6525	-0.8115	-0.627	0.0085	0.388	-0.1475	-0.377	-0.458	-0.1805	-0.024	-0.4545	-0.635	-0.7015	-0.868	-0.3395	-0.1755	-0.0645
CAGL0A03883g	0.1945	0.0695	0.3535	-0.003	-0.394	-0.1065	-0.237	0.0915	0.0965	-0.1755	-0.1275	0.121	0.062	0.2615	-0.3625	-0.634	-0.374
CAGL0A03905g	-1.155	-0.932	-1.0285	1.46	1.5595	1.549	-1.206	-0.9575	-0.979	0.3535	-0.0265	-2.1335	-2.488	-1.996	-2.5235	-2.0555	-1.839
CAGL0A03927g	-0.2665	-0.112	-0.3165	-0.0065	-0.1775	-0.1735	-0.316	-0.1445	0.225	-0.475	-0.496	0.2265	-0.027	0.097	0.41	0.998	0.6695
CAGL0A03949g	-0.063	-0.1695	-0.0925	-0.0145	0.2285	-0.1725	-0.0745	0.0395	-0.5285	0.238	0.059	-0.492	-0.5415	-0.5585	-0.074	0.1765	0.451
CAGL0A03971g	0.53	0.3645	0.549	-0.145	-0.324	0.1895	0.224	-0.096	0.487	-0.1385	0.1245	0.6325	0.766	0.846	0.008	-0.233	0.043
CAGL0A03993g	0.282	0.2475	0.358	0.1225	0.0545	0.2065	-0.063	-0.1515	-0.049	0.3535	0.5065	0.436	0.543	-0.015	0.037	-0.4335	-0.149
CAGL0A04015g	0.7035	0.6015	0.296	-1.3695	-1.325	-0.774	0.511	0.305	0.9385	-0.135	-0.9555	0.458	0.343	0.31	0.4125	0.6485	0.3215
CAGL0A04037g	0.281	0.3905	0.083	-0.7235	-0.9705	-0.244	0.314	0.286	0.8025	-0.21	-0.505	0.46	0.14	0.2565	-0.284	0.5225	0.015
CAGL0A04059g	0.0335	0.0195	0.145	-0.457	-0.582	-0.4295	0.0435	0.1505	0.4515	-0.356	-0.4825	0.227	0.236	0.213	-0.0935	0.485	0.213
CAGL0A04081g	-0.3135	0.031	0.0045	0.572	0.572	0.9745	0.0935	0.6225	0.7215	0.2605	0.083	0.4245	0.2905	0.408	0.5005	0.993	0.84
CAGL0A04103g	-0.4345	-0.1925	-0.291	-0.3405	-0.367	-0.2735	-0.382	-0.139	-0.1685	-0.809	-0.682	-0.2095	-0.3325	-0.184	-0.122	0.483	0.264
CAGL0A04125g	0.2615	0.0705	0.292	0.559	0.365	0.935	0.1645	-0.09	0.365	0.807	0.5025	-0.0765	-0.1855	-0.1465	-0.0445	0.0165	0.197
CAGL0A04147g	0.048	-0.214	0.144	0.6695	0.64	0.5535	0.012	-0.1905	-0.2165	0.661	0.6055	NA	0.327	0.368	0.094	-0.1025	0.328
CAGL0A04169g	-0.421	-0.5065	-0.573	-0.324	-0.565	-0.208	-0.0325	-0.143	-0.0445	-0.0705	-0.35	-1.112	-1.205	-1.162	-0.236	-0.011	-0.119
CAGL0A04191g	-0.04	-0.2905	0.1775	0.0925	-0.176	0.1275	0.0515	-0.1305	-0.0965	-0.2175	-0.5875	-0.132	-0.334	-0.237	-0.5845	-0.441	-0.124
CAGL0A04213g	0.1935	0.306	0.111	-0.425	-0.3735	-0.379	0.1935	0.4295	-0.0065	-0.1965	-0.4145	-0.087	-0.126	-0.089	-0.4085	-0.1305	-0.367
CAGL0A04235g	-0.1355	0	-0.248	-0.0485	-0.000999999999999997	0.058	-0.2555	0.1225	0.218	-0.245	-0.14	-0.497	-0.479	-0.46	-0.0815	0.317	0.2585
CAGL0A04257g	0.6125	0.5225	0.1655	-0.8995	-1.0005	-0.9215	0.1405	0.2705	0.0815	-0.6135	-0.666	-0.0165	0.147	0.192	-0.537	-0.063	-0.3025
CAGL0A04279g	0.2965	0.146	0.457	0.16	-0.0805	0.283	0.3995	0.3885	0.236	0.365	0.29	-0.18	-0.0645	0.052	-0.164	-0.437	-0.374
CAGL0A04301g	-0.404	-0.5985	-0.255	0.6015	0.575	0.4885	-0.319	-0.3635	-0.0575	0.179	0.266	-0.181	-0.3335	-0.0815	-0.1265	-0.4705	-0.43
CAGL0A04323g	0.5135	0.5365	0.504	-0.058	-0.4035	0.4105	0.446	0.6115	0.618	0.259	0.1885	NA	0.637	0.665	-0.091	0.0565	0.0935
CAGL0A04345g	0.3065	-0.133	0.284	0.273	0.3915	0.299	0.055	-0.4145	-0.14	0.583	0.1985	-0.06	-0.119	-0.0415	-0.178	0.221	0.187
CAGL0A04367g	0.457	0.0855	0.6525	0.0165	-0.2215	0.0065	-0.0405	-0.32	0.208	-0.554	-0.3985	0.619	0.719	0.978	0.264	-0.206	0.014
CAGL0A04389g	0.019	-0.182	0.1865	0.159	-0.0805	-0.073	-0.123	-0.4155	-0.2385	0.033	0.3075	0.361	0.354	0.4485	0.3695	-0.207	-0.086
CAGL0A04411g	0.11	0.205	0.216	-0.121	-0.389	-0.0015	-0.01	0.237	0.1475	-0.317	-0.1585	0.434	0.404	NA	0.0895	-0.1295	-0.495
CAGL0A04433g	-0.824	-0.886	-0.8045	0.5605	0.628	0.1165	-0.791	-0.5845	-0.8625	-0.337	-0.0705	-0.3015	-0.394	-0.388	-0.426	-0.6245	-0.6895
CAGL0A04455g	-0.233	-0.0845	-0.2925	-0.131	-0.166	-0.391	-0.237	0.3	0.0085	-0.598	-0.2975	-0.23	-0.276	-0.282	-0.2355	0.051	0.089
CAGL0A04477g	-0.309	-0.296	-0.16	0.4915	0.498	0.3975	-0.1305	-0.2045	0.1695	0.3465	0.664	0.328	0.256	0.206	0.318	-0.4585	-0.523
CAGL0A04499g	-0.742	-0.5175	-0.3105	0.9265	0.661	0.98	-0.2015	0.3345	-0.857	0.323	0.587	-1.083	-1.029	NA	-1.848	-1.888	-1.8805
CAGL0A04521g	0.2445	0.193	0.1045	-1.0505	-1.51	-0.482	0.1225	0.245	0.304	-0.139	-0.696	-0.175	-0.274	-0.29	-0.135	0.407	0.184
CAGL0A04543g	0.0115	0.051	0.08	-0.49	-0.6645	-0.4115	0.101	0.37	-0.0515	0.1505	-0.0895	-0.6445	-0.667	-0.575	-0.785	-0.192	-0.1145
CAGL0A04565g	0.0345	-0.049	-0.1555	-0.42	-0.1545	-0.3245	0.029	-0.0105	-0.1415	0.02	-0.179	-0.3125	-0.1405	-0.2795	0.4835	0.612	0.3205
CAGL0A04587g	0.202	0.374	0.076	0.0535	0.193	-0.0995	0.0675	0.139	0.3165	-0.119	-0.124	0.706	0.651	0.501	0.7375	0.544	0.3205
CAGL0A04631g	0.2455	0.342	0.1295	-0.1225	-0.0745	-0.326	0.073	0.515	0.1595	-0.1565	-0.108	0.06	0.141	0.1815	-0.268	-0.351	-0.51
CAGL0A04653g	0.026	-0.099	-0.0065	-0.111	-0.1605	-0.115	-0.132	-0.494	-0.098	-0.2225	0.0065	0.339	0.4315	0.2295	1.2585	1.166	1.912
CAGL0A04675g	-1.031	-0.8685	-1.07	0.3195	0.623	0.466	-0.656	-0.7595	-0.268	0.5795	0.5235	-0.568	-0.5	-0.4755	0.295	-0.0175	0.33
CAGL0A04697g	-0.3985	-0.1015	-0.22	-0.2445	-0.3895	-0.349	-0.186	-0.028	-0.5255	-0.4865	-0.511	-0.293	-0.319	-0.103	0.3345	0.5395	0.5055
CAGL0A04719g	-0.3655	-0.1585	-0.4135	-0.2315	-0.0505	-0.2445	-0.4695	-0.2735	-0.3125	-0.0395	0.1405	-0.19	-0.1155	-0.2225	-0.1595	-0.231	-0.561
CAGL0A04741g	0.4725	0.1375	0.034	-0.8455	-0.4285	-0.727	0.152	0.1035	-0.162	-0.2065	-0.837	-0.165	-0.01	-0.2655	0.0085	0.683	1.2
CAGL0A04785g	-0.088	0.21	-0.156	0.081	-0.0035	0.0055	-0.204	0.1665	0.115	0.0925	-0.098	-0.429	-0.648	-0.477	-0.4755	0.297	-0.02
CAGL0A04807g	0.005	0.6215	-0.0465	0.21	0.494	0.092	-0.2025	0.094	0.02	-0.214	0.0785	0.4055	0.239	0.1915	0.241	-0.0315	-0.4095
CAGL0A04829g	-1.292	-0.7785	-1.693	0.7215	1.5435	-0.2645	-0.985	-0.6275	-0.6045	0.006	0.4175	-1.292	-1.3	-1.504	0.2235	0.6085	0.601
CAGL0B00220g	0.361	0.143	0.2925	-0.8015	-0.966	-0.464	0.3115	0.114	0.289	0.206	0.008	-0.0435	-0.01	0.0285	-0.764	-0.8385	-0.555
CAGL0B00242g	-0.006	-0.021	-0.007	0.054	0.0195	0.158	-0.0105	0.2395	-0.1065	0.5585	0.448	-0.055	-0.298	-0.126	0.12	-0.091	0.005
CAGL0B00264g	-0.531	-0.35	-0.289	0.4615	0.255	0.414	-0.11	0.745	0.387	0.3185	0.0535	0.151	0.163	-0.018	0.0415	0.2	0.338
CAGL0B00286g	-0.042	-0.075	-0.443	-0.615	-0.459	-1.409	-0.248	-0.108	-0.118	-1.691	-1.6295	-0.283	-0.1265	-0.1465	-0.7885	-0.6345	-0.298
CAGL0B00308g	-0.245	-0.297	-0.259	-0.166	-0.183	-0.22	-0.302	-0.6245	-0.4085	-0.1545	-0.12	-0.368	-0.504	-0.477	-0.2085	-0.68	-0.441
CAGL0B00330g	0.163	0.1435	0.0655	0.0095	0.0815	0.235	0.0615	0.151	0.223	0.181	0.304	0.673	0.612	0.615	0.613	1.127	0.824
CAGL0B00352g	0.9275	0.7165	0.43	-0.7955	-0.923	-0.8165	0.2405	0.159	-0.087	-0.4165	-0.408	0.657	0.637	0.666	-0.5665	-0.827	-1.085
CAGL0B00374g	0.018	0.165	-0.0355	-0.174	-0.3595	-0.0885	-0.204	-0.482	0.0705	-0.256	0.066	0.732	0.954	0.662	0.4225	0.5485	0.3605
CAGL0B00396g	-0.5875	-0.4445	-0.6	-0.803	-0.8285	-1.046	-0.919	-0.9485	-0.73	-1.5455	-1.3315	0.253	0.212	0.1865	-0.316	-0.84	-0.92
CAGL0B00418g	-0.0445	-0.007	-0.025	-0.1	-0.117	0.2345	0.1055	0.06	-0.1755	0.608	0.6835	0.299	0.274	0.3125	0.316	0.0545	0.0685
CAGL0B00440g	-0.2175	-0.177	-0.6425	-1.14	-0.4775	-1.277	-0.488	-0.4165	-0.269	-0.8585	-1.148	-0.609	-0.5425	-0.712	-0.1835	0.5195	1.158
CAGL0B00462g	0.3215	0.069	0.2775	0.0465	-0.029	0.0395	0.1395	0.2065	-0.273	0.319	0.1685	NA	-0.023	1.1465	0.0925	-0.032	0.063
CAGL0B00484g	0.3555	0.2775	-0.054	-0.722	-0.751	-0.612	-0.073	-0.2565	-0.0805	-0.1785	-0.209	0.501	NA	0.592	-0.417	-0.603	-0.737
CAGL0B00506g	0.2775	0.2305	0.2105	0.044	0.273	0.0495	0.114	-0.0315	0.022	0.2955	0.2815	0.505	0.5615	0.3645	0.4585	0.7655	0.542
CAGL0B00528g	0.2665	0.2995	0.3125	-0.04	0.0735	-0.091	0.1525	0.4875	0.3305	-0.299	-0.501	0.6895	0.5825	0.538	0.4195	0.9035	0.2375
CAGL0B00550g	0.4305	0.656	0.408	-0.4925	-0.3425	-0.1475	0.294	0.393	0.477	-0.3175	-0.477	0.5665	0.5995	NA	0.141	-0.167	-0.259
CAGL0B00572g	0.022	-0.245	-0.0015	-0.016	-0.132	-0.043	0.356	-0.164	0.024	-0.2775	-0.1675	-0.111	-0.1935	NA	0.3115	0.266	0.618
CAGL0B00594g	0.462	0.078	0.282	-1.063	-0.8525	-1.297	0.582	0.3245	0.075	-1.5855	-1.851	-0.399	-0.233	-0.478	0.153	0.3035	-0.362
CAGL0B00616g	-0.2755	-0.416	-0.3885	0.0825	0.189	0.078	0.256	0.044	0.533	-0.174	-0.288	0.3415	0.458	0.4365	0.49	0.286	0.6305
CAGL0B00638g	-0.146	-0.2695	-0.2995	-0.226	-0.2395	-0.161	0.291	0.185	-0.262	0.621	0.477	-0.1115	-0.21	-0.072	-0.0145	-0.0835	-0.108
CAGL0B00660g	0.3055	0.254	-0.1585	-0.4285	-0.231	-0.341	-0.1655	-0.192	0.071	-0.4345	-0.4415	0.238	0.3705	0.128	0.4725	0.555	0.8235
CAGL0B00682g	-0.2735	-0.2955	-0.224	-0.0135	0.2435	-0.0225	0.108	-0.035	-0.264	0.609	0.5565	-0.97	-0.7945	-0.816	-0.1815	-0.033	0.2075
CAGL0B00704g	0.0225	0.225	-0.1085	-0.0675	0.068	0.1835	-0.288	-0.1445	-0.356	0.379	0.2065	-0.141	-0.085	-0.1195	0.6235	0.626	0.8775
CAGL0B00726g	0.1595	0.3655	0.2115	-0.05	0.036	0.182	0.2465	0.4165	0.239	-0.167	-0.2825	0.16	0.006	0.042	0.079	-0.1125	-0.0295
CAGL0B00748g	-0.3815	-0.488	-0.4095	0.255	0.5665	0.0435	-0.147	-0.2545	-0.2495	0.379	0.4365	-0.245	-0.263	-0.3895	0.447	0.3135	0.2855
CAGL0B00770g	-0.595	-0.434	-0.663	0.311	0.509	0.1045	-0.474	-0.241	-0.1565	0.2275	0.34	-0.41	-0.4	-0.407	-0.057	-0.2095	-0.2715
CAGL0B00792g	0.8665	1.0935	0.4255	-0.7	-0.772	-0.335	0.1735	0.4495	0.6105	-0.9485	-1.015	0.84	1.036	0.913	-0.7605	-0.3625	-0.9275
CAGL0B00814g	-0.979	-0.7555	-0.616	1.34	1.2595	0.8995	-0.5805	-0.399	-0.7585	0.54	0.898	-0.723	-0.826	-0.569	-0.1185	-0.231	-0.39
CAGL0B00836g	-0.2795	-0.4585	-0.495	0.5365	0.352	0.3365	-0.35	-0.5135	-0.666	0.777	0.737	-0.263	-0.1715	-0.1085	-0.367	-0.411	-0.2305
CAGL0B00858g	-0.0765	-0.155	0.0365	0.0785	0.1065	0.058	0.162	-0.032	0.002	0.3045	0.2215	0.147	0.022	0.0365	-0.113	-0.244	-0.2735
CAGL0B00880g	0.3365	0.3295	0.0875	-0.425	-0.504	-0.3195	-0.0455	-0.245	0.0255	-0.333	-0.108	0.514	0.599	0.509	-0.5745	-1.059	-1.3505
CAGL0B00902g	-0.4185	-0.2535	0.475	-1.706	-1.391	-1.8865	0.172	0.0595	0.0215	-0.1455	-0.3505	NA	0.2825	0.317	0.5265	0.3665	-0.179
CAGL0B00924g	-0.068	-0.4835	-0.056	0.384	-0.0695	0.3585	-0.218	-0.7145	0.016	1.063	1.0945	0.297	0.4245	0.271	0.034	-0.4355	-0.4365
CAGL0B00946g	-0.6475	-0.6545	-0.465	0.5795	0.7935	0.633	-0.7615	-0.774	-0.5985	1.8185	1.2625	-0.4285	-0.553	-0.708	-0.6915	-0.6205	-0.498
CAGL0B00968g	-0.103	-0.1035	0.238	-0.1235	-0.5665	-0.0845	0.7755	0.7995	0.222	0.583	0.95	NA	0.338	0.528	0.303	-0.4075	1.001
CAGL0B00990g	-2.441	-1.6205	-2.131	1.4835	1.348	2.047	-1.6345	-0.771	-1.325	1.467	1.7675	NA	-1.757	-1.494	-0.7665	0.7775	-0.613
CAGL0B01012g	1.2	0.859	1.919	2.359	2.5565	1.511	-0.1405	-1.2755	-0.466	-0.393	0.4965	NA	-0.654	-0.1085	-0.517	-1.56	-0.537
CAGL0B01078g	-0.534	-0.8955	-0.7485	0.42	0.742	0.125	0.6805	0.592	0.5105	0.6005	0.2865	-0.732	-1.0205	-0.9605	0.193	0.491	0.5815
CAGL0B01100g	-0.773	-0.6615	-0.5785	0.7245	1.2505	0.654	-0.2555	0.122	-0.112	0.5035	0.4945	-0.237	-0.2385	-0.152	-0.0625	NA	-0.2215
CAGL0B01122g	0.919	0.786	0.9175	-0.5385	-0.626	-0.1715	0.7245	0.406	0.622	-0.2645	-0.729	NA	0.5765	0.431	-0.468	-0.5045	-0.949
CAGL0B01144g	-0.1235	-0.399	0.0175	0.4975	0.2885	0.377	0.2275	-0.1765	0.1505	0.601	0.655	NA	-0.325	-0.192	0.0665	-0.3495	-0.153
CAGL0B01166g	0.049	-0.08	0.1225	-0.2075	-0.243	-0.1445	0.192	-0.081	0.1105	-0.0995	-0.0755	-0.056	-0.0155	0.088	0.2895	-0.0125	-0.1415
CAGL0B01188g	0.25	0.0775	0.246	-0.183	-0.1315	0.102	0.1525	0.3	0.318	-0.291	-0.4795	0.098	0.079	0.022	0.296	0.683	0.411
CAGL0B01203g	0.5835	0.5125	0.6895	-0.666	-1.142	-0.3125	0.696	0.4365	0.4515	-0.192	-0.412	0.486	0.462	0.359	-0.121	-0.419	-0.417
CAGL0B01232g	0.4085	0.345	0.3305	-0.766	-0.8795	-0.46	0.353	0.2055	0.363	0.1665	-0.0215	-0.0245	0.102	0.0635	-0.6695	-0.713	-0.586
CAGL0B01243g	-0.3535	0.008	-0.2	0.21	-0.235	0.2065	-0.1635	0.591	-0.4205	0.1125	0.3275	-0.2395	-0.3805	-0.278	-0.669	-0.7235	-0.473
CAGL0B01265g	-0.293	-0.3395	-0.1	0.4935	0.2445	0.59	0.012	0.156	0.1175	0.297	0.343	0.21	0.084	0.173	0.046	-0.0325	0.1035
CAGL0B01287g	0.009	0.2865	-0.089	0.1505	0.098	0.253	0.1565	0.4195	0.3055	-0.37	-0.022	-0.039	0.176	0.0275	0.5	0.212	-0.182
CAGL0B01331g	-0.034	0.023	-0.083	0.213	0.2795	0.1425	-0.238	0.105	-0.21	0.183	0.4945	-0.137	-0.2415	0.5655	-0.2325	-0.34	-0.068
CAGL0B01353g	-0.152	-0.0175	-0.132	-0.0705	0.108	0.163	-0.2195	-0.5965	0.2505	0.0375	-0.111	-0.062	-0.151	-0.288	-0.0915	-0.011	-0.22
CAGL0B01375g	-0.0195	-0.1855	0.033	-0.0235	-0.025	0.0045	-0.004	-0.399	-0.3445	0.2865	0.0705	-0.119	-0.0635	-0.027	-0.363	0.186	-0.0125
CAGL0B01397g	0.6425	0.479	0.4145	-0.7875	-0.7585	-0.5855	0.0435	0.084	0.1575	-0.122	-0.292	0.536	0.652	0.464	-0.4635	0.137	-0.306
CAGL0B01419g	-0.165	-0.0875	-0.0285	0.573	0.6135	0.711	-0.365	-0.2925	-0.325	0.381	0.392	0.1655	0.1025	0.1785	0.135	0.1095	-0.046
CAGL0B01441g	-0.241	-0.2035	-0.0565	-0.303	-0.3385	0.0585	-0.075	0.125	0.012	0.08	-0.2125	-0.31	-0.392	-0.33	-0.27	0.239	0.1055
